,T,year,month
617,10.016548871035187,2001.0,6.0
618,10.020517616961465,2001.0,7.0
619,9.995393656055109,2001.0,8.0
620,10.017324199578654,2001.0,9.0
621,10.034454955602868,2001.0,10.0
622,10.052757181894897,2001.0,11.0
623,10.050778368302232,2001.0,12.0
624,10.061376602361447,2002.0,1.0
625,10.052103168678928,2002.0,2.0
626,10.091037389089747,2002.0,3.0
627,10.086445590875822,2002.0,4.0
628,10.08449618787398,2002.0,5.0
629,10.071882670189986,2002.0,6.0
630,10.04196626393876,2002.0,7.0
631,10.039313954752297,2002.0,8.0
632,10.04836302750508,2002.0,9.0
633,10.060668740690767,2002.0,10.0
634,10.0379033728369,2002.0,11.0
635,10.06135327729003,2002.0,12.0
636,10.075707929419941,2003.0,1.0
637,10.11278462338402,2003.0,2.0
638,10.104415956133023,2003.0,3.0
639,10.10536623045828,2003.0,4.0
640,10.106380312369991,2003.0,5.0
641,10.09692806373704,2003.0,6.0
642,10.076958065606004,2003.0,7.0
643,10.092423576427976,2003.0,8.0
644,10.090931274002058,2003.0,9.0
645,10.100896007079099,2003.0,10.0
646,10.093030947317336,2003.0,11.0
647,10.104894046350974,2003.0,12.0
648,10.12717216070298,2004.0,1.0
649,10.132186658949172,2004.0,2.0
650,10.132795694039784,2004.0,3.0
651,10.128366305455272,2004.0,4.0
652,10.132765581440783,2004.0,5.0
653,10.106821896201174,2004.0,6.0
654,10.080385564360048,2004.0,7.0
655,10.066695163956268,2004.0,8.0
656,10.075295957481405,2004.0,9.0
657,10.087292760057204,2004.0,10.0
658,10.0964361347451,2004.0,11.0
659,10.094184438267975,2004.0,12.0
660,10.10402236071532,2005.0,1.0
661,10.107254894451689,2005.0,2.0
662,10.105076275096648,2005.0,3.0
663,10.119083722045325,2005.0,4.0
664,10.114675448906949,2005.0,5.0
665,10.11208434199782,2005.0,6.0
666,10.08167622727077,2005.0,7.0
667,10.07371223922561,2005.0,8.0
668,10.105500215106321,2005.0,9.0
669,10.109280017403238,2005.0,10.0
670,10.092147135980115,2005.0,11.0
671,10.118934840770635,2005.0,12.0
672,10.114245140807917,2006.0,1.0
673,10.11666865826375,2006.0,2.0
674,10.122682150067082,2006.0,3.0
675,10.152254148685136,2006.0,4.0
676,10.140823582934187,2006.0,5.0
677,10.133538288514035,2006.0,6.0
678,10.122189118229786,2006.0,7.0
679,10.115502472426916,2006.0,8.0
680,10.101030630949518,2006.0,9.0
681,10.101832542614563,2006.0,10.0
682,10.1107647027315,2006.0,11.0
683,10.123022938117783,2006.0,12.0
684,10.1185038621902,2007.0,1.0
685,10.126779631231235,2007.0,2.0
686,10.127961802734374,2007.0,3.0
687,10.12564607653599,2007.0,4.0
688,10.115812162965632,2007.0,5.0
689,10.111630495763583,2007.0,6.0
690,10.09989954263303,2007.0,7.0
691,10.083681106245127,2007.0,8.0
692,10.094358128309237,2007.0,9.0
693,10.09628378696003,2007.0,10.0
694,10.104783981618185,2007.0,11.0
695,10.128720168716873,2007.0,12.0
696,10.132975209436193,2008.0,1.0
697,10.134511185503667,2008.0,2.0
698,10.146748465658801,2008.0,3.0
699,10.137949332585757,2008.0,4.0
700,10.135838045879485,2008.0,5.0
701,10.113661767008216,2008.0,6.0
702,10.110038617137576,2008.0,7.0
703,10.097408740607342,2008.0,8.0
704,10.098378298530772,2008.0,9.0
705,10.106205682431206,2008.0,10.0
706,10.105868983555194,2008.0,11.0
707,10.12157420645409,2008.0,12.0
708,10.129579408476477,2009.0,1.0
709,10.140807865689869,2009.0,2.0
710,10.147163789968106,2009.0,3.0
711,10.15678176081475,2009.0,4.0
712,10.148903517627986,2009.0,5.0
713,10.125754107610451,2009.0,6.0
714,10.104461579509103,2009.0,7.0
715,10.102136420892613,2009.0,8.0
716,10.104441084128888,2009.0,9.0
717,10.12087722706103,2009.0,10.0
718,10.127267434268436,2009.0,11.0
719,10.13639041749841,2009.0,12.0
720,10.13936696535618,2010.0,1.0
721,10.121712931712628,2010.0,2.0
722,10.130400800149364,2010.0,3.0
723,10.135788411786747,2010.0,4.0
724,10.143928732959063,2010.0,5.0
725,10.13617218479919,2010.0,6.0
